project,download_count
tavern,301018
django-constance,300809
aws-error-utils,300774
flake8-variables-names,300429
azure-monitor-ingestion,300262
opentelemetry-instrumentation-pymysql,300257
pyhs2,300180
unstructured-inference,299730
types-dateparser,299653
django-two-factor-auth,299371
pydantic-avro,299370
pyvisa,299287
whylogs,298665
pylatexenc,298600
anyscale,298539
gdbmongo,298325
django-ninja,298290
sqltrie,298213
python-interface,298170
filesplit,298145
chiapos,298144
pybacklogpy,297960
tree-sitter,297887
types-appdirs,297711
django-autocomplete-light,297641
bigquery-schema-generator,297615
sentence-splitter,297552
django-braces,297551
chiavdf,297440
paramiko-expect,297033
chia-rs,296443
mkdocs-monorepo-plugin,296427
boilerpy3,296365
bibtexparser,296327
django-multiselectfield,296200
expecttest,296038
grpcio-testing,295974
mypy-boto3-firehose,295811
scrypt,295735
django-cleanup,295653
javalang,295501
google-cloud-recaptcha-enterprise,295326
djangorestframework-camel-case,295224
apache-airflow-providers-atlassian-jira,295172
elasticquery,295133
torchlibrosa,294999
javaobj-py3,294972
django-log-request-id,294861
chalice,294777
aws-cdk-aws-applicationautoscaling,294728
ccard,294707
json-encoder,294594
pyqt6,294419
google-cloud-dns,294284
cxxfilt,294259
mike,293947
aws-cdk-aws-sqs,293717
intuit-oauth,293651
aws-cdk-aws-ecr,293465
nagisa,293414
asserts,293315
mlserver,293175
aws-cdk-aws-ssm,292989
elasticsearch-curator,292913
result,292880
trafaret,292624
aws-cdk-aws-ecr-assets,292335
discord,291870
prettyprinter,291804
cloudformation-cli,291584
keyrings-cryptfile,291270
tf-nightly,290883
aws-cdk-aws-sns,290839
pyro-ppl,290641
drf-extensions,290469
djangorestframework-dataclasses,290058
aioquic,289958
fernet,289672
aws-cdk-aws-efs,289508
lizard,289279
pyct,289189
urlextract,288862
mypy-boto3-lakeformation,288671
mypy-boto3-autoscaling,288260
bugsnag,287960
astral,287845
pgdb,287838
aws-cdk-aws-autoscaling-common,286542
aws-cdk-aws-codeguruprofiler,286495
jc,286443
cursor,286205
genshi,286194
chiabip158,286123
docusign-esign,286068
torch-fidelity,285824
slowapi,285750
sbvirtualdisplay,285721
deb-pkg-tools,285218
keras-tuner,285142
cupy-cuda12x,285139
qds-sdk,284999
fuzzyfinder,284901
aws-cdk-aws-certificatemanager,284850
discord-webhook,284689
bleak,284333
dagster-slack,284322
pyshark,283960
forex-python,283951
python-monkey-business,283919
asammdf,283818
google-cloud-certificate-manager,283431
testresources,283084
google-compute-engine,282699
fairlearn,281890
gluonts,281853
synchronicity,281708
theano,281695
vllm,281624
django-auditlog,281570
jaeger-client,281558
django-json-widget,281516
draftjs-exporter,281512
aws-cdk-custom-resources,281405
pyang,281339
aws-cdk-aws-cloudformation,281199
gurobipy,280778
mypy-boto3-sagemaker-runtime,280556
intel-openmp,280485
google-cloud-documentai,280481
pyqt6-qt6,280439
breadability,280206
kopf,280080
dagster-cloud-cli,279744
railroad,279740
screeninfo,279655
shopifyapi,279490
google-cloud-profiler,279268
django-nested-admin,279198
pyobjc-framework-applicationservices,279066
in-place,279029
mnemonic,278818
robotframework-robocop,278645
cloudformation-cli-java-plugin,278244
asn1,277968
ropwr,277851
praat-parselmouth,277748
munkres,277501
pyworld,277493
databind-json,277255
slack,277094
launchable,277079
dbus-fast,277059
python3-xlib,277048
dataclasses-avroschema,277040
rdt,276912
cloudformation-cli-typescript-plugin,276790
arthurai,276750
llama-cpp-python,276714
fugashi,276609
mozfile,276571
mypy-boto3-emr,276428
databind-core,276428
aws-cdk-aws-route53,276340
cloudformation-cli-python-plugin,276259
cloudformation-cli-go-plugin,276175
openai-whisper,276086
pyqtdarktheme,276080
yoyo-migrations,275981
pypd,275954
libusb-package,275408
threadloop,275318
pylsqpack,274763
pyaudio,274687
pockets,274582
python-levenshtein-wheels,274303
mkdocs-gen-files,274183
sshuttle,273756
python-socks,273706
sqlalchemy-mixins,273585
sphinxcontrib-napoleon,273575
pytest-fixtures,273453
copier,272952
huaweicloudsdkdns,272925
sphinx-gallery,272731
torchsummary,272708
uproot,272232
escapism,271997
docopt-ng,271742
pybreaker,271468
apache-airflow-providers-jenkins,271446
pydantic-yaml,271384
pyagrum-nightly,271293
pytest-spark,271248
tm1py,270876
celery-redbeat,270809
clip-anytorch,270717
cpplint,270709
aws-cdk-aws-elasticloadbalancingv2,270619
lazy,270613
sphinxcontrib-spelling,270426
sphinx-sitemap,270339
dj-rest-auth,270206
msg-parser,270037
pyicu-binary,269719
aws-cdk-aws-signer,269130
adjusttext,268873
webapp2,268756
mailjet-rest,268704
mdxpy,268620
kafka,268578
aws-cdk-aws-codestarnotifications,268473
effdet,268411
sodapy,268378
pyinstaller-versionfile,268364
akshare,268315
rank-bm25,268067
nmslib,268010
sqlalchemy-migrate,267869
mozinfo,267747
gspread-formatting,267676
pyro-api,267454
purecloudplatformclientv2,267303
mailchecker,267299
djangorestframework-csv,267289
aiven-client,266869
inflector,266802
apsw,266684
ntc-templates,266566
types-aiobotocore-elbv2,266414
pypcap,266326
types-aiobotocore-acm,266315
serpent,266225
types-aiobotocore-route53,266222
aws-cdk-aws-secretsmanager,266184
editdistpy,266026
agate-sql,265968
gto,265949
torch-geometric,265941
usd-core,265912
word2number,265882
pyobjc-framework-coretext,265859
pynetbox,265657
pytest-selenium,265478
unicorn,265366
adtk,265181
single-source,264792
pycognito,264585
types-aiobotocore-iam,264275
mailchimp-marketing,263952
metaflow,263835
airflow-clickhouse-plugin,263801
imap-tools,263792
secure-smtplib,263692
pyathenajdbc,263677
aws-embedded-metrics,263505
django-elasticsearch-dsl,263363
pybind11-stubgen,262980
argparse-dataclass,262829
dask-ml,262775
sphinxcontrib-plantuml,262721
invisible-watermark,262694
types-emoji,262531
email-reply-parser,262452
bootstrap-flask,262424
mozprocess,262013
formencode,261791
cssbeautifier,261738
typeshed-client,261712
mygeotab,261693
sphinxcontrib-svg2pdfconverter,261625
rstcheck,261596
mkl,261536
img2pdf,261191
python-subunit,260966
titlecase,260855
sly,260666
drf-spectacular-sidecar,260664
django-modelcluster,260656
aws-cdk-aws-cognito,260653
mmdet,260540
pyzipcode,260442
cookies,260202
mmengine,260048
opentelemetry-instrumentation-tortoiseorm,260029
httpagentparser,259993
namedlist,259991
aws-cdk-aws-sam,259510
flask-apispec,259345
twisted-iocpsupport,259282
django-templated-mail,259212
sseclient,259145
pyfunceble,259065
s2sphere,258975
deptry,258846
pytorch-ignite,258827
ansible-cached-lookup,258822
simple-ddl-parser,258792
model-index,258784
mkdocs-techdocs-core,258496
dbnd,258476
pyannote-core,258476
django-configurations,258444
aws-cdk-aws-sns-subscriptions,258312
types-openpyxl,258226
pyactiveresource,257965
tabcmd,257901
kaggle,257890
types-filelock,257876
drf-writable-nested,257868
pyfcm,257802
eth-bloom,257713
sphinx-togglebutton,257711
dynamic-yaml,257692
interpret-core,257662
pymodbus,257598
great-expectations-experimental,257515
matrix-client,257499
pygdbmi,257468
praw,257409
xopen,257407
pylance,257285
sphinx-prompt,257060
xmltojson,256907
pyobjc-framework-corebluetooth,256837
easy-thumbnails,256778
mcap,256754
connectorx,256611
pytorch,256552
docstring-to-markdown,256366
agate-excel,256235
entsoe-py,256115
pdoc3,255700
case-conversion,255644
pep562,255607
sanitize-filename,255558
mteb,255504
pybaselines,255398
language-tags,255345
awscli-local,255329
fastapi-mail,255069
pytest-reportportal,255027
pyannote-database,254820
jstyleson,254762
aws-cdk-aws-stepfunctions,254731
sklearn-crfsuite,254672
pyftpdlib,254603
python-tds,254574
pyjnius,254509
nbstripout,254474
openapi-python-client,254084
tf-models-official,254005
fastdownload,253980
mistralai,253907
prawcore,253736
eth-tester,253727
hmsclient,253440
pyxirr,253432
pyobjc-framework-libdispatch,253390
agate-dbf,253307
camelot-py,253274
pentapy,253127
ariadne,252963
pyqt6-sip,252834
msgpack-numpy,252788
jupyter-server-mathjax,252649
easyocr,252333
blake3,252089
jsonnet,252059
pyobjc-framework-systemconfiguration,251887
apache-libcloud,251782
aws-cdk-aws-kinesis,251748
nose-randomly,251700
setoptconf-tmp,251673
grpcio-channelz,251658
django-admin-sortable2,251547
imgkit,251545
tf-keras-nightly,251114
openmim,251048
pyobjc-framework-coreaudio,250902
pyobjc-framework-applescriptkit,250785
pydomo,250659
django-recaptcha,250547
h3ronpy,250439
image,250411
mammoth,250216
pyocd,250070
djangorestframework-xml,249888
waifupicspython,249827
dartsclone,249235
lifetimes,249207
layoutparser,249136
cmsis-pack-manager,249049
pandavro,248803
awslimitchecker,248616
aws-cdk-assets,248522
pyobjc-framework-security,248468
contractions,248354
pyobjc-framework-cfnetwork,248172
pip-install-test,247476
pytest-ansible,247462
pyobjc-framework-coredata,247430
flake8-return,247127
xdoctest,246778
json-rpc,246757
pymarshaler,246547
strsimpy,246519
pycld2,246386
apiclient,246179
versioneer-518,246155
django-money,246008
pytest-parametrization,245906
versionfinder,245894
l18n,245773
grpcio-opentracing,245724
pycollada,245667
pyobjc-framework-coreaudiokit,245508
netapp-ontap,245470
feather-format,245360
id,245259
osmium,245142
wiki-fetch,244780
pyobjc-framework-installerplugins,244632
pyobjc-framework-discrecording,244513
glfw,244456
pyannote-metrics,244239
pyobjc-framework-latentsemanticmapping,244169
rauth,243903
tsfresh,243748
clldutils,243684
pyobjc-framework-preferencepanes,243662
mypy-boto3-efs,243640
wagtail,243560
pyobjc-framework-diskarbitration,243529
btrees,243328
presidio-anonymizer,243204
pyobjc-framework-discrecordingui,243204
pymongocrypt,242990
pyobjc-framework-webkit,242950
pyobjc-framework-dvdplayback,242933
pyobjc-framework-colorsync,242908
textsearch,242812
cli-exit-tools,242774
easy-ansi,242541
quart-cors,242521
asgi-idempotency-header,242370
sklearn-pandas,242366
bert-score,242171
multiplex,242038
roman,241951
graphene-sqlalchemy,241853
lib-detect-testenv,241323
types-pyasn1,241220
pytest-testmon,241190
rake-nltk,241137
pickle5,241034
pytest-docker,240991
pycld3,240979
bce-python-sdk,240718
simpleitk,240656
mypy-boto3-cloudtrail,240453
tatsu,240346
check-wheel-contents,240275
jmp,240206
simpy,240201
bindep,240155
hdext,240118
azure-cognitiveservices-speech,239950
dagit,239898
base64io,239789
pyobjc-framework-applescriptobjc,239733
multiprocessing,239695
csvw,239568
pytest-timestamper,239453
better-profanity,239375
ansicon,239189
robotframework-excellib,239042
bsdiff4,238792
appier,238377
pyobjc-framework-securityinterface,237873
mypy-boto3-organizations,237861
transforms3d,237665
pyobjc-framework-securityfoundation,237597
kneed,237468
argo-workflows,237445
pyobjc-framework-corelocation,237390
wikipedia,237306
mozilla-django-oidc,237289
aiocontextvars,237221
lmfit,237043
binpacking,236815
celery-types,236774
pyobjc-framework-scriptingbridge,236671
captum,236644
iso-639,236509
hl7,236460
swimbundle-utils,236456
databricks-utils,236421
pyqtgraph,236333
pyobjc-framework-spritekit,236328
lameenc,236283
pytest-retry,236207
pyobjc-framework-opendirectory,236184
growthbook,236144
mysql-python,236117
mcap-protobuf-support,235896
drf-jwt,235683
pudb,235677
sphinx-click,235675
pytest-reportlog,235643
aspy-yaml,235580
pyobjc-framework-localauthentication,235563
pyobjc-framework-imagecapturecore,235563
prefixed,235529
pyobjc-framework-iosurface,235345
whylabs-client,235325
pyobjc-framework-storekit,235041
pyobjc-framework-social,234989
cgroupspy,234778
python-whois,234778
pytest-doctestplus,234728
azure-eventhub-checkpointstoreblob,234666
stumpy,234603
cloudant,234588
pyobjc-framework-scenekit,234557
segments,234547
pyobjc-framework-ituneslibrary,234390
monai,234387
onnxsim,234341
pyobjc-framework-gamekit,234323
pyobjc-framework-mapkit,234267
lm-eval,234233
pyobjc-framework-gamecenter,234217
pyobjc-framework-cryptotokenkit,234165
demjson,234100
filechunkio,234019
pyobjc-framework-mediatoolbox,234001
scooby,233932
pyobjc-framework-gamecontroller,233836
djoser,233784
simple-gcp-object-downloader,233765
pyobjc-framework-photos,233745
pycti,233713
django-migration-linter,233675
pyobjc-framework-vision,233633
pyobjc-framework-gameplaykit,233582
pyobjc-framework-modelio,233507
phonemizer,233423
pyobjc-framework-videotoolbox,233401
pyobjc-framework-safariservices,233401
flupy,233345
stanza,233179
pyobjc-framework-contactsui,233179
pyobjc-framework-networkextension,233121
pyobjc-framework-contacts,233116
face-recognition,233101
pyobjc-framework-photosui,233062
pyobjc-framework-cloudkit,233049
pyobjc-framework-medialibrary,232911
zxcvbn,232910
pyobjc-framework-mediaaccessibility,232816
whylogs-sketching,232810
tcod,232744
pyjwkest,232739
pyobjc-framework-intents,232668
gdal,232658
willow,232645
imgviz,232623
sanic-ext,232601
pyzabbix,232509
xlsx2csv,232357
pyobjc-framework-inputmethodkit,232348
pyobjc-framework-corespotlight,232324
pyobjc-framework-externalaccessory,232197
rembg,232187
click-completion,232150
pyobjc-framework-mediaplayer,231936
pyobjc-framework-businesschat,231762
pyobjc-framework-usernotifications,231695
pytest-reporter,231506
pyobjc-framework-collaboration,231486
visualdl,231444
pycosat,231377
mariadb,231292
pyobjc-framework-calendarstore,231128
dlinfo,230913
elasticsearch7,230821
pyobjc-framework-adsupport,230783
pyobjc-framework-videosubscriberaccount,230696
jsonslicer,230660
django-bulk-update,230600
prov,230359
aws-lambda-typing,230308
pythainlp,229825
tendo,229765
coverage-badge,229689
opentelemetry-propagator-jaeger,229577
tuf,229434
django-classy-tags,229235
pytest-incremental,229103
actions-toolkit,229089
oic,229073
distance,228858
python-matter-server,228810
panns-inference,228696
compressed-rtf,228471
lcov-cobertura,228457
amqpstorm,228206
openvino-dev,228160
conllu,228088
binary,228071
ipy,227991
types-cffi,227907
sqlalchemy-cockroachdb,227839
django-hijack,227838
pyvista,227796
mkdocs-awesome-pages-plugin,227611
sqlvalidator,227532
timeago,227413
drissionpage,227261
clearml-agent,227216
einops-exts,227180
tf-slim,227149
mypy-boto3-wafv2,227097
pymatting,226906
pytest-subprocess,226863
pytoml,226763
doc8,226608
django-autoslug,226568
mypy-boto3-acm,226427
pydriller,226358
airflow-exporter,226352
username,226329
paddlepaddle,226233
pyqrcode,226227
pdoc,226189
logstash-formatter,226118
pymeta3,225720
plyfile,225570
opendatalab,225540
alembic-utils,225370
django-select2,225226
snowflake-core,224902
opentelemetry-instrumentation-tornado,224815
pylint-flask,224501
lookml,224473
enlighten,224427
mypy-boto3-textract,224391
nbmake,224294
urlobject,224267
mypy-boto3-cloudfront,224216
td-client,224001
python-jwt,223832
julius,223640
cloudml-hypertune,223559
flytekit,223473
python-lsp-server,223294
wavefront-sdk-python,223245
pytest-reporter-html1,223147
durationpy,222922
flake8-logging-format,222671
mkdocs-include-markdown-plugin,222434
coremltools,222362
py-zabbix,221885
sample-helper-aws-appconfig,221823
opensearch-dsl,221794
aws-cdk-aws-apigateway,221567
streamlit-extras,221368
spacy-transformers,220991
pythran,220934
lomond,220811
keras2onnx,220722
vector,220585
records,220551
pylama,220516
kazurator,220173
cnvrg,220069
pip-system-certs,220040
cobble,219889
django-sslserver,219741
dataflows-tabulator,219710
patch,219670
ase,219641
sphinx-data-viewer,219559
certbot-dns-google-domains,219308
aws-cdk-aws-autoscaling,219283
rotary-embedding-torch,219203
monkeytype,218890
gitignore-parser,218781
kt-legacy,218731
toml-sort,218714
pydocumentdb,218454
django-grappelli,218448
azure-iot-device,218448
testscenarios,218404
jax-jumpy,218291
lightstep,218179
cartopy,218105
delocate,218047
zope-proxy,217910
django-permissionedforms,217899
pytensor,217874
awsiotsdk,217836
types-enum34,217694
qiskit-aer,217649
exifread,217644
guppy3,217608
mdutils,217607
pyvalid,217561
dagster-shell,217418
pyiso8583,217415
dataclass-csv,217395
magic-filter,217258
pybluez,217255
robotframework-databaselibrary,217255
pymc,217238
django-dirtyfields,217236
backports-strenum,217120
pydoop,216767
python-json-config,216720
rudder-sdk-python,216639
ibm-secrets-manager-sdk,216575
html-to-json,216513
git-python,216488
aws-cdk-aws-elasticloadbalancing,216205
google-cloud-private-ca,215699
python-redmine,215637
cloudwatch,215601
coralogix-logger,215576
pykerberos,215528
times,215467
pdm-pep517,215313
sphinx-needs,215299
itables,215295
pyside2,215251
mypy-boto3-codepipeline,215222
systemd-python,215144
mdformat,215080
tinsel,215042
datarecorder,214915
logging-formatter-anticrlf,214887
jinxed,214843
asteroid-filterbanks,214741
flake8-noqa,214573
sqlalchemy-databricks,214463
pytest-ruff,214279
beanie,214231
fab-classic,214124
sql-formatter,214060
zope-sqlalchemy,214014
aim,214006
aws-cdk-aws-cloudfront,213913
nox-poetry,213875
m2r2,213874
aiosmtpd,213805
localstack-ext,213762
dramatiq,213730
apache-airflow-providers-apache-spark,213719
crochet,213403
solc-select,213367
mypy-boto3-resourcegroupstaggingapi,213114
